1	"Музыкальный альбом ""Музыка белых"", автор - Музыкальная группа Order, решение вынесено Первомайским районным судом г. Омска от 23.11.2006;"
1	"Музыкальный альбом ""Музыка белых"", автор - Музыкальная группа Order, решение вынесено Первомайским районным судом г. Омска от 23.11.2006;"
